frame_index,avg_motion,Rdev,Ldev
1895,0.0,0.010877587664285952,0.008176911277693941
1896,0.0,0.016357380793045582,0.011226726395703775
1897,0.0,0.01984814846828339,0.0127774493099676
1898,0.0,0.014041549841954933,0.017723892022904433
1899,0.0,0.018686701901945914,0.022241739576311998
1900,0.0,0.025696142057015155,0.029474093963349768
1901,0.0,0.034418463018497984,0.043915863924805315
1902,0.0,0.02106808327080527,0.02690827506178834
1903,0.0,0.015157873923161348,0.025500664736589556
1904,0.0,0.020597747760397914,0.03505035206701416
1905,0.0,0.026087478077127378,0.05237302979477265
1906,0.0,0.021726141058608244,0.039895795747552414
1907,0.0,0.018996067887602965,0.04192533252251018
1908,0.0,0.02325919772494901,0.05323369524426673
1909,0.0,0.01550662796915,0.031769730435011904
1910,0.0,0.008132166184863825,0.020219691462983073
1911,0.0,0.003407272619621767,0.018548746575533417
1912,0.0,0.012556893540779825,0.021633158896011966
1913,0.0,0.0035784395957462623,0.001955988857328204
1914,0.0,0.0039614378543409755,0.02193349032207295
1915,0.0,0.0025361016687758782,0.006882698273144574
1916,0.0,0.00486488861972442,0.007978825843715962
1917,0.0,0.004242321307179131,0.011268882440480082
1918,0.0,0.0037950266796806793,0.009140649707910358
1919,0.0,0.006526624692430274,0.00625326515713726
1920,0.0,0.006793371247037993,0.0005284551167201981
1921,0.0,0.006756073937532435,0.0021464480422668263
1922,0.0,0.0036727713752854247,0.0019509465949112646
1923,0.0,0.002068715720637721,0.0005603626124575668
1924,0.0,0.002034603186759937,0.00033239390441748025
1925,0.0,0.0005977656188215883,0.00031547860669922466
1926,0.0,0.0015443999965414597,0.0007368065767804039
1927,0.0,0.0006702337488748649,0.001285371234787862
1928,0.0,0.0002563019911137645,0.00023128422500800399
1929,0.0,0.00013190531119232647,0.0014123421110913087
1930,0.0,0.00028621599923138143,0.0004043672057030272
1931,0.0,0.0003821209300590411,0.0003284670232377263
1932,0.0,0.0007720782971948829,0.0005401094710100483
1933,0.0,0.0004133969989134564,0.0001785935096339649
1934,0.0,7.34237537063274e-05,0.0012820304393235103
1935,0.0,8.131631792933705e-05,0.0009301378000186005
1936,0.0,0.00025182018071870393,0.00019053465423595368
1937,0.0,0.0003638746012101929,0.0005129944626331263
1938,0.0,0.000308443509258538,0.0010897973545338396
